id,date,real,pred_good,pred_bad
75,2017-11-20,1249.0,921.4746745799273,793.278237026005
76,2017-11-21,1249.0,929.7327420404929,796.6697712556191
77,2017-11-22,1255.0,886.0030434064915,786.4043984956419
78,2017-11-23,1255.0,822.0607352053526,770.7519471907638
79,2017-11-24,1255.0,774.1666847176489,741.8518103938572
80,2017-11-25,1259.0,675.9819690854034,659.0665724670395
81,2017-11-26,1248.0,664.4759729015201,657.0316142003323
82,2017-11-27,1246.0,579.1430724053921,573.9557142354028
83,2017-11-28,1240.0,591.458633560137,588.7493973439446
84,2017-11-29,1243.0,900.4756170102717,794.915359621466
85,2017-11-30,1243.0,901.6654385248618,795.7009400715528
86,2017-12-01,1257.0,896.6326368454811,795.0265928457678
87,2017-12-02,1289.0,962.1592940226942,796.3409166605416
88,2017-12-03,1289.0,927.7070177716524,795.0762874000764
89,2017-12-04,1289.0,917.0926693817725,794.9805507511418
90,2017-12-05,1289.0,831.7246021042954,796.4604747644992
91,2017-12-06,1289.0,781.234389242697,779.2147484987668
92,2017-12-07,1160.0,693.600599014984,698.410957693124
93,2017-12-08,1160.0,605.1600617631269,608.3656658646438
94,2017-12-09,1187.0,542.7834085950127,544.6833100508168
95,2017-12-10,1187.0,562.728571144991,562.8597399567924
96,2017-12-11,1187.0,542.2251055661023,542.7706020716556
97,2017-12-12,1187.0,565.1461903759239,565.4885218757826
98,2017-12-13,1164.0,926.0014480604258,798.8252574944809
99,2017-12-14,1239.0,946.2120773911787,793.092219503191
100,2017-12-15,1239.0,965.4256736891175,794.4484458872314
101,2017-12-16,1239.0,979.350644787831,794.9013732694341
102,2017-12-17,1239.0,992.6923648633979,794.7720290887901
103,2017-12-18,1239.0,1001.13288691339,793.8374150678711
104,2017-12-19,626.0,900.6072291903918,796.4245608649015
105,2017-12-20,626.0,825.0628854722943,740.8111951079541
106,2017-12-21,626.0,767.134428342306,741.9194880098007
107,2017-12-22,626.0,690.677710427099,688.6804981516714
