id,date,real,pred_good,pred_bad
228,-100,-100.0,440.79783570629695,444.9633124828533
229,-100,-100.0,439.1377251654882,439.3556357856701
230,-100,-100.0,438.16604919833765,437.13987285502867
231,-100,-100.0,437.56303086179923,436.4190076795486
232,-100,-100.0,437.1954941394238,436.2711689715703
233,-100,-100.0,436.96976745640205,436.33360658983736
234,-100,-100.0,436.83681865108184,436.44263763697137
235,-100,-100.0,436.75988496278046,436.5359608213827
236,-100,-100.0,436.7154424659353,436.60011009682194
237,-100,-100.0,436.6895101024047,436.63828156650493
238,-100,-100.0,458.07004705259953,548.2243178468086
